0.79691,0.38194,0.79691,0.37731,0.79884,0.37731,0.79497,0.37731,0.77563,0.35417,0.73501,0.32639,0.67505,0.30093,0.59381,0.29398,0.4971,0.32407,0.41586,0.38426,0.34816,0.45833,0.2882,0.57639,0.26499,0.72685,0.26112,0.82639,0.26306,0.81944,0.27079,0.72685,0.2882,0.60648,0.33075,0.50694,0.38685,0.42593,0.45261,0.37037,0.53965,0.3287,0.62089,0.31481,0.68472,0.32176,0.73308,0.34028,0.76402,0.37037,0.77756,0.37963,0.76015,0.36806,0.70793,0.32407,0.62863,0.29861,0.53965,0.30787,0.44487,0.35185,0.3617,0.4213,0.29787,0.53241,0.2824,0.64815,0.294,0.74537,0.31141,0.83565,0.31335,0.87963,0.30561,0.83796,0.29594,0.74074,0.30368,0.62269,0.34043,0.51389,0.39845,0.42593,0.47389,0.36111,0.55899,0.3125,0.6383,0.29398,1
0.67892,0.27315,0.68085,0.27315,0.68085,0.27315,0.68085,0.27315,0.67892,0.26852,0.66344,0.25694,0.6383,0.24769,0.59961,0.24074,0.54159,0.23843,0.47195,0.25231,0.39652,0.28009,0.33075,0.32407,0.27079,0.39583,0.2147,0.48611,0.18182,0.58796,0.16248,0.66667,0.14894,0.72685,0.14507,0.75694,0.14894,0.74074,0.16054,0.68056,0.18375,0.59491,0.23404,0.49537,0.29014,0.40741,0.3617,0.33565,0.43907,0.28704,0.51644,0.25926,0.59381,0.25,0.66151,0.26852,0.706,0.29398,0.73694,0.31944,0.74275,0.31944,0.72921,0.30324,0.69826,0.27315,0.64603,0.24769,0.57447,0.23148,0.4913,0.2338,0.41586,0.2662,0.34623,0.32639,0.28627,0.40509,0.23404,0.48843,0.19536,0.57407,0.17795,0.63657,0.17215,0.67361,0.17021,0.69213,0.17215,0.69213,1
0.72147,0.23611,0.7234,0.23611,0.7234,0.23611,0.7234,0.23611,0.7234,0.23611,0.71567,0.2338,0.67505,0.22685,0.59188,0.22685,0.4971,0.25,0.42747,0.3125,0.36944,0.38194,0.30948,0.49306,0.27853,0.62269,0.26306,0.71528,0.26112,0.76389,0.25919,0.7662,0.27466,0.69676,0.30754,0.55787,0.37718,0.43056,0.46035,0.35185,0.55899,0.30556,0.65377,0.29861,0.73114,0.2963,0.79304,0.30556,0.82012,0.31481,0.80851,0.30787,0.75629,0.28704,0.66538,0.27083,0.54932,0.26157,0.45841,0.31481,0.39458,0.3912,0.33849,0.48843,0.30754,0.59722,0.2882,0.6713,0.28046,0.71759,0.28046,0.73148,0.2882,0.6875,0.31141,0.58102,0.3675,0.46759,0.44101,0.37731,0.52031,0.30556,0.59768,0.25926,0.67118,0.25231,0.73501,0.2662,0.78143,0.27778,1
0.71373,0.40741,0.706,0.40972,0.70986,0.40972,0.7176,0.40972,0.72147,0.40972,0.706,0.40741,0.6441,0.39583,0.56673,0.38657,0.49903,0.37731,0.44294,0.37731,0.39265,0.37963,0.35397,0.38426,0.32882,0.39583,0.32689,0.40278,0.34043,0.40046,0.37718,0.39352,0.43714,0.37963,0.50677,0.37269,0.57834,0.36806,0.6441,0.36806,0.70793,0.37037,0.76596,0.37963,0.81044,0.38426,0.83559,0.3912,0.82592,0.3912,0.7853,0.38657,0.7176,0.37963,0.63443,0.37269,0.54739,0.37269,0.47002,0.375,0.40619,0.37963,0.35783,0.38426,0.32495,0.39583,0.30561,0.40509,0.29981,0.40972,0.31528,0.40509,0.3501,0.40278,0.40232,0.40046,0.46422,0.39583,0.52805,0.39352,0.58801,0.3912,0.64797,0.39352,0.70406,0.40046,0.75048,0.40741,0.78723,0.41435,2
0.84526,0.44213,0.84526,0.44444,0.8472,0.44213,0.84913,0.43981,0.84913,0.43981,0.84913,0.43981,0.83559,0.4375,0.79691,0.42824,0.74081,0.41667,0.67892,0.40741,0.61509,0.40741,0.54932,0.41204,0.48549,0.41898,0.41973,0.42593,0.37137,0.43287,0.34623,0.43287,0.35397,0.4375,0.39458,0.43056,0.45648,0.42824,0.52805,0.42593,0.59961,0.42593,0.66925,0.42593,0.73308,0.42593,0.79304,0.43287,0.84526,0.44213,0.88201,0.44907,0.89168,0.45139,0.87041,0.44907,0.82205,0.44676,0.76209,0.43287,0.69439,0.42361,0.62282,0.4213,0.55319,0.42593,0.48549,0.43056,0.41973,0.43519,0.36557,0.43981,0.32689,0.44444,0.31335,0.44213,0.32882,0.45139,0.36557,0.45139,0.41973,0.44907,0.48743,0.44444,0.55319,0.44213,0.61509,0.43981,0.67505,0.43981,2
0.83559,0.41898,0.83752,0.42361,0.83559,0.4213,0.82979,0.4213,0.82785,0.42361,0.82592,0.4213,0.80464,0.41435,0.75822,0.40046,0.70213,0.3912,0.65764,0.38194,0.59961,0.37731,0.53191,0.37963,0.46422,0.3912,0.40426,0.40509,0.3617,0.41667,0.33656,0.42361,0.34043,0.42824,0.37524,0.42824,0.42747,0.42361,0.4971,0.41898,0.56673,0.41204,0.6325,0.40972,0.69246,0.41204,0.74662,0.41667,0.79691,0.4213,0.83946,0.42824,0.86267,0.43287,0.8646,0.43287,0.83172,0.42824,0.77756,0.42361,0.70986,0.41667,0.6383,0.40972,0.57253,0.40741,0.51257,0.40509,0.45455,0.40972,0.40232,0.41435,0.35977,0.42593,0.32495,0.42593,0.30948,0.42824,0.31721,0.43287,0.34623,0.43519,0.39072,0.42361,0.44101,0.41435,0.5029,0.40741,0.56673,0.40509,2
0.80658,0.60648,0.80464,0.6088,0.80464,0.61111,0.80271,0.61111,0.80271,0.59491,0.80658,0.55324,0.81044,0.50694,0.81238,0.46759,0.81818,0.42593,0.82398,0.38426,0.83366,0.34954,0.83946,0.31944,0.84526,0.29167,0.84526,0.28472,0.84526,0.30093,0.84139,0.34028,0.83559,0.38889,0.82979,0.43287,0.82205,0.47222,0.81625,0.51157,0.81625,0.53704,0.81625,0.56481,0.82205,0.5787,0.82592,0.59028,0.82592,0.60417,0.82785,0.61574,0.83172,0.60648,0.83366,0.58565,0.82205,0.57407,0.82398,0.54861,0.82979,0.50694,0.84139,0.46991,0.853,0.43287,0.86267,0.39815,0.87234,0.36574,0.88008,0.34028,0.88975,0.31944,0.89362,0.30324,0.89555,0.29398,0.89168,0.31019,0.88201,0.34028,0.86847,0.38426,0.85493,0.42824,0.8472,0.46759,0.83946,0.49537,3
0.73501,0.60648,0.73501,0.6088,0.73501,0.6088,0.73501,0.60648,0.73694,0.59491,0.73694,0.57176,0.73114,0.55324,0.7234,0.53241,0.72147,0.49306,0.71567,0.43519,0.70793,0.37037,0.70406,0.3125,0.70406,0.26389,0.69826,0.22222,0.69632,0.19907,0.69826,0.21296,0.69826,0.26157,0.69632,0.31944,0.70019,0.37269,0.706,0.43287,0.70793,0.48148,0.71373,0.52546,0.72147,0.55556,0.7234,0.58102,0.70986,0.6088,0.706,0.625,0.70793,0.62731,0.71373,0.61806,0.72534,0.59491,0.73308,0.56713,0.72921,0.53935,0.72534,0.49537,0.7176,0.44444,0.70986,0.38657,0.70019,0.33102,0.69052,0.27546,0.68472,0.22454,0.67505,0.18287,0.66731,0.16667,0.66925,0.18519,0.67698,0.23611,0.68472,0.30093,0.69439,0.37037,0.70406,0.44676,0.7118,0.50926,3
0.75242,0.62963,0.74855,0.63426,0.74662,0.63657,0.74468,0.63657,0.74855,0.62731,0.75822,0.59954,0.75822,0.58565,0.75822,0.57407,0.76402,0.54861,0.76596,0.50463,0.76596,0.46065,0.76402,0.42361,0.76209,0.38657,0.75822,0.34259,0.74662,0.2963,0.73308,0.25,0.7176,0.21528,0.70019,0.19676,0.68859,0.20602,0.68279,0.25,0.68665,0.31019,0.69826,0.37963,0.70793,0.44444,0.71567,0.49306,0.7176,0.53241,0.72147,0.5625,0.73114,0.57407,0.73888,0.57407,0.74081,0.5625,0.74468,0.53472,0.74275,0.49074,0.73501,0.44213,0.72727,0.39583,0.71954,0.35648,0.7118,0.31713,0.70793,0.27546,0.70793,0.23148,0.70793,0.2037,0.70793,0.2037,0.70406,0.23148,0.70406,0.28241,0.70406,0.33796,0.70793,0.40046,0.70793,0.46296,0.70213,0.5162,3
0.45455,0.19213,0.45068,0.19444,0.44874,0.19444,0.44874,0.19444,0.44874,0.19676,0.45068,0.19444,0.44874,0.19213,0.44101,0.18981,0.4236,0.18056,0.40039,0.17361,0.37911,0.16898,0.35397,0.1713,0.33075,0.1713,0.30561,0.17593,0.2824,0.18519,0.25919,0.20139,0.23404,0.22454,0.21277,0.25231,0.19342,0.28472,0.17795,0.31481,0.16441,0.35185,0.15667,0.38889,0.15667,0.42361,0.16054,0.46528,0.16828,0.50463,0.18375,0.53935,0.20503,0.56713,0.22631,0.59028,0.25338,0.61343,0.28046,0.63889,0.30754,0.65972,0.33462,0.68056,0.36364,0.69444,0.39072,0.70602,0.42166,0.71065,0.45068,0.70833,0.47582,0.70139,0.5029,0.69213,0.52418,0.68519,0.54739,0.67593,0.56867,0.66204,0.58607,0.65509,0.59574,0.65046,0.60348,0.64352,0.60542,0.64352,4
