   2.2858722e+02   1.5402578e+02  -2.6960327e+02   5.7976232e+01   1.0453205e+02  -3.0427611e+01  -5.6390059e+01  -6.8151185e+01  -9.4841003e+01   1.2929036e+02   1.0021555e+01  -4.4956474e+01  -8.8489866e+00  -3.7661148e+01   1.1332405e+01  -4.4621858e+01  -5.7542067e+00   8.2217686e+01   4.9834294e+01  -2.2470148e+01  -4.3876846e+01  -4.3759837e+01   5.5299666e+01   3.5491212e+01  -1.5660137e+00   2.5129885e+01   1.6176550e+01   3.4137370e+01
   3.8986492e+02   1.3466894e+02  -1.2413059e+02   2.3108575e+02  -1.0238014e+02   2.5279830e+01  -8.5590311e+01   8.7540108e+01  -6.4969293e+01   8.9721349e+01  -2.7940008e+00   6.4981119e+01  -1.2393905e+01   1.0674073e+02   2.9777248e+01  -7.4174363e+01  -4.4867234e+00  -5.9066443e+01  -1.0713879e+02   1.3914760e+01   2.7583464e+00   7.5335543e+01  -7.2285012e+01   4.5213250e+01  -2.1778782e+01  -4.8588883e+01   1.2415941e+01  -2.0300765e+01
   4.4045671e+02   1.0242818e+02   8.2593837e+01   1.7218762e+02   3.7235969e+02   4.5943490e+01  -1.8400125e+02   5.0490633e+01  -5.0756449e+01  -6.4951383e+00  -4.7850525e+01  -2.5262282e+01  -6.5538987e+01   1.7163354e+02   3.6793429e+01  -4.1736929e+01   3.1993693e+01   3.5126059e+01   2.8097530e+00   9.1519949e+01   8.0065614e+00   5.0952421e+01  -1.0382468e+01   2.2798408e+01  -3.5869212e+01  -5.3471254e+01  -5.2498830e+01   4.0661316e+01
   3.9579767e+02   4.7054334e+01  -1.4751817e+02   8.8314671e+00   1.5508002e+02  -1.6568896e+02  -6.5698096e+01   3.7394363e+01  -1.6774152e+02   9.1072905e+01   1.1647878e+02  -2.0534112e+00   4.5091699e+01   4.4885172e+00   6.9810798e+01   5.8714397e+01  -7.6196834e+01   5.9978356e+01   2.9635173e+01   1.5284891e+01  -5.9767815e+01  -2.2942841e+01  -2.1097478e+01   3.1482620e+01  -1.1197337e+01  -1.7269215e+01  -1.9666527e+01   1.0460032e+02
   4.8165864e+02   1.6886917e+02   6.1436768e+01   4.0007771e+02  -2.6381129e+01  -1.2904518e+02   1.0607756e+02  -1.5447859e+02   4.4231645e+01   1.2201044e+02   5.4995452e+01  -3.4013196e+01  -6.4068903e+01  -1.1831807e+02   2.3128564e+01   4.0628795e+01   3.6637922e+00  -6.4264515e+01   2.4615717e+01   1.9788494e+01  -4.8120018e+01   4.2795031e+01  -1.0628226e+01   5.8173608e+01  -8.3621162e+00   4.4476987e+00  -5.8100279e+01   4.6930630e+01
   5.3795876e+02   1.1583944e+02   6.4857053e+00   3.0122942e+02   1.8132603e+01  -7.7477350e+01  -9.1383196e+01   3.0995276e+01   1.7753280e+01   2.9103723e+01  -2.8297031e+01  -2.2460037e+01  -1.0526900e+02   9.8644863e+01   5.3225509e+01  -8.2144199e+01   3.2241307e+00  -2.0561502e+01  -3.4229623e+01   1.0193955e+02   5.3385144e+00   1.0861174e+02  -4.6698704e+01   4.4635430e+01   7.7414695e+00  -7.3281214e+00  -7.3967794e+01   4.8410709e+01
   3.7946582e+02   1.6221983e+02   2.2446252e+01   2.7553193e+02   2.1080538e+02  -5.1404095e+01   9.2009813e+01  -1.7549947e+02   3.8175734e+01   9.0682504e+01   4.2662283e+01  -5.0906297e+01  -1.3447423e+01  -1.6366940e+02   9.4428340e+01   3.3145259e+01   7.9797062e+01  -3.2599681e+01   6.1145078e+01  -2.8723897e+01  -6.0778481e+01  -4.0905897e+01   3.6483521e+00   3.7042723e+01  -4.6197284e+01  -4.3320579e+00  -2.7607298e+01   4.8831909e+01
   3.5170600e+02   1.1991861e+02  -1.5909131e+02   1.8794914e+02   1.3312668e+02  -1.3369889e+02  -6.1400844e+01  -9.3181410e+01  -4.1252780e+01   7.6917910e+01  -5.9189554e+01  -1.1855884e+02  -5.5019098e+01  -6.0281623e+01  -2.8337330e+01  -4.9225326e+01   9.4358699e+01   6.5662777e+01   6.2363057e+01   2.9467581e+01  -9.7033995e+00   4.5076840e+01   3.9859140e+01   6.6442121e+01  -1.1272371e+01   2.1581986e+01  -1.8835998e+01  -2.4708351e+01
   4.1373858e+02   6.0339376e+01  -1.3781874e+02   2.8309942e+02  -1.9034774e+02  -1.4058456e+02  -8.4651669e+01  -4.2640451e+01  -8.0275482e+01   1.4675640e+02   2.0686849e+01  -7.2558094e+01  -1.0380354e+02   3.7137533e+01   3.5003329e+01  -6.1382506e+01  -7.7616257e+01   7.6225336e+01  -9.9665260e+00   2.2921362e+00  -4.9063623e+01   2.5359336e+01   3.6801533e+01   9.0011822e+01   3.8667184e+01   1.4659712e+01  -1.3995893e+01   6.2066802e+00
   4.1001461e+02   1.7340015e+02  -4.3108850e+01   3.6752409e+02  -1.2074031e+02  -2.1187323e+02  -1.0369636e+02   5.0021824e+00   4.6935170e+01   8.2529812e+01  -7.8396260e+01  -1.3370819e+02  -1.4052910e+02   7.1007814e+00   7.4485826e+00  -9.6497165e+01   1.9441426e+00   7.5941163e+01  -8.9238984e+00   5.3506397e+01  -1.7670952e+01   1.1043724e+02  -4.5673107e+01   9.6348780e+01   3.6145218e+00   3.4525914e+01  -7.5175304e+01  -3.2357756e+01
